,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date
1501,I182069269,617,Larceny,LARCENY THEFT FROM BUILDING,A1,69,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part One,LIME ST,42.35722239,-71.0712032,"(42.35722239, -71.07120320)",2018-08-28
1508,I182069263,619,Larceny,LARCENY ALL OTHERS,A1,108,,2018-08-29 02:00:00,2018,8,Wednesday,2,Part One,PEARL ST,42.35488211,-71.05369166,"(42.35488211, -71.05369166)",2018-08-29
1509,I182069262,617,Larceny,LARCENY THEFT FROM BUILDING,D4,623,,2018-08-24 12:40:00,2018,8,Friday,12,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2018-08-24
1519,I182069253,616,Larceny,LARCENY THEFT OF BICYCLE,D14,766,,2018-08-28 08:00:00,2018,8,Tuesday,8,Part One,FANEUIL ST,42.35439243,-71.15736384,"(42.35439243, -71.15736384)",2018-08-28
1525,I182069248,616,Larceny,LARCENY THEFT OF BICYCLE,D4,629,,2018-08-23 19:00:00,2018,8,Thursday,19,Part One,SAINT MARY'S ST,42.34489316,-71.10616171,"(42.34489316, -71.10616171)",2018-08-23
1533,I182069239,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-08-29 08:35:00,2018,8,Wednesday,8,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2018-08-29
1536,I182069237,617,Larceny,LARCENY THEFT FROM BUILDING,A1,112,,2018-08-26 13:30:00,2018,8,Sunday,13,Part One,WASHINGTON ST,42.35358129,-71.06236665,"(42.35358129, -71.06236665)",2018-08-26
1538,I182069235,616,Larceny,LARCENY THEFT OF BICYCLE,E18,502,,2018-08-29 08:36:00,2018,8,Wednesday,8,Part One,HYDE PARK AVE,42.285945,-71.1187065,"(42.28594500, -71.11870650)",2018-08-29
1539,I182069234,613,Larceny,LARCENY SHOPLIFTING,B2,603,,2018-08-29 07:31:00,2018,8,Wednesday,7,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)",2018-08-29
1550,I182069222,619,Larceny,LARCENY ALL OTHERS,C6,256,,2018-08-28 10:00:00,2018,8,Tuesday,10,Part One,WILLIAM T MORRISSEY BLVD,42.31928523,-71.05027167,"(42.31928523, -71.05027167)",2018-08-28
1569,I182069199,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2018-08-29 01:32:00,2018,8,Wednesday,1,Part One,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371, -71.06400187)",2018-08-29
1601,I182069162,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-08-28 19:48:00,2018,8,Tuesday,19,Part One,COPLEY PL,42.34800978,-71.0766976,"(42.34800978, -71.07669760)",2018-08-28
1604,I182069154,617,Larceny,LARCENY THEFT FROM BUILDING,B2,319,,2018-08-28 20:11:00,2018,8,Tuesday,20,Part One,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)",2018-08-28
1623,I182069131,617,Larceny,LARCENY THEFT FROM BUILDING,B3,457,,2018-08-28 17:52:00,2018,8,Tuesday,17,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)",2018-08-28
1629,I182069127,613,Larceny,LARCENY SHOPLIFTING,E13,304,,2018-08-28 19:15:00,2018,8,Tuesday,19,Part One,COLUMBUS AVE,42.31771534,-71.09823049,"(42.31771534, -71.09823049)",2018-08-28
1631,I182069123,617,Larceny,LARCENY THEFT FROM BUILDING,E13,304,,2018-08-24 12:00:00,2018,8,Friday,12,Part One,WASHINGTON ST,42.31667114,-71.09743705,"(42.31667114, -71.09743705)",2018-08-24
1635,I182069120,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,2018-05-02 18:30:00,2018,5,Wednesday,18,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2018-05-02
1650,I182069101,616,Larceny,LARCENY THEFT OF BICYCLE,D14,793,,2018-08-26 19:00:00,2018,8,Sunday,19,Part One,COMMONWEALTH AVE,42.34866488,-71.13885318,"(42.34866488, -71.13885318)",2018-08-26
1667,I182069084,613,Larceny,LARCENY SHOPLIFTING,B2,603,,2018-08-28 17:33:00,2018,8,Tuesday,17,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)",2018-08-28
1677,I182069074,613,Larceny,LARCENY SHOPLIFTING,B2,603,,2018-08-28 16:22:00,2018,8,Tuesday,16,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)",2018-08-28
1680,I182069071,616,Larceny,LARCENY THEFT OF BICYCLE,D4,137,,2018-08-27 20:00:00,2018,8,Monday,20,Part One,COMMONWEALTH AVE,42.35141082,-71.07920855,"(42.35141082, -71.07920855)",2018-08-27
1683,I182069067,616,Larceny,LARCENY THEFT OF BICYCLE,D4, ,,2018-08-28 13:30:00,2018,8,Tuesday,13,Part One,DARTMOUTH ST,,,"(0.00000000, 0.00000000)",2018-08-28
1705,I182069045,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-08-28 14:13:00,2018,8,Tuesday,14,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)",2018-08-28
1718,I182069026,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-08-28 12:34:00,2018,8,Tuesday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2018-08-28
1719,I182069025,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-08-28 12:34:00,2018,8,Tuesday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2018-08-28
1731,I182069016,616,Larceny,LARCENY THEFT OF BICYCLE,D4,270,,2018-08-28 11:30:00,2018,8,Tuesday,11,Part One,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)",2018-08-28
1744,I182069005,616,Larceny,LARCENY THEFT OF BICYCLE,D4,146,,2018-08-28 09:20:00,2018,8,Tuesday,9,Part One,GARRISON ST,42.34638257,-71.0803026,"(42.34638257, -71.08030260)",2018-08-28
1749,I182069001,613,Larceny,LARCENY SHOPLIFTING,B2,309,,2018-08-28 12:57:00,2018,8,Tuesday,12,Part One,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)",2018-08-28
1759,I182068987,619,Larceny,LARCENY ALL OTHERS,A15,900,,2018-02-01 08:00:00,2018,2,Thursday,8,Part One,WALFORD WAY,42.37840325,-71.05729035,"(42.37840325, -71.05729035)",2018-02-01
1760,I182068986,619,Larceny,LARCENY ALL OTHERS,C6, ,,2018-08-10 12:30:00,2018,8,Friday,12,Part One,PIER 4,42.35167379,-71.04335716,"(42.35167379, -71.04335716)",2018-08-10
1761,I182068985,619,Larceny,LARCENY ALL OTHERS,B2,264,,2018-08-17 16:00:00,2018,8,Friday,16,Part One,JULIAN ST,42.31940749,-71.07567842,"(42.31940749, -71.07567842)",2018-08-17
1783,I182068962,613,Larceny,LARCENY SHOPLIFTING,C11,350,,2018-08-28 09:59:00,2018,8,Tuesday,9,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)",2018-08-28
1795,I182068950,613,Larceny,LARCENY SHOPLIFTING,B3,406,,2018-08-28 09:56:00,2018,8,Tuesday,9,Part One,RIVER ST,42.27222808,-71.07006149,"(42.27222808, -71.07006149)",2018-08-28
1807,I182068935,613,Larceny,LARCENY SHOPLIFTING,C11,381,,2018-08-28 09:16:00,2018,8,Tuesday,9,Part One,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)",2018-08-28
1835,I182068903,617,Larceny,LARCENY THEFT FROM BUILDING,A1,94,,2018-08-10 15:00:00,2018,8,Friday,15,Part One,STATE ST,42.35925113,-71.05415945,"(42.35925113, -71.05415945)",2018-08-10
1845,I182068894,616,Larceny,LARCENY THEFT OF BICYCLE,D4,169,,2018-08-27 19:14:00,2018,8,Monday,19,Part One,E CONCORD ST,42.33572403,-71.07232651,"(42.33572403, -71.07232651)",2018-08-27
1886,I182068842,613,Larceny,LARCENY SHOPLIFTING,C11,450,,2018-08-27 20:19:00,2018,8,Monday,20,Part One,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)",2018-08-27
1895,I182068832,616,Larceny,LARCENY THEFT OF BICYCLE,D4,143,,2018-08-15 07:15:00,2018,8,Wednesday,7,Part One,BOYLSTON ST,42.34815229,-71.08450821,"(42.34815229, -71.08450821)",2018-08-15
1896,I182068830,617,Larceny,LARCENY THEFT FROM BUILDING,A1,116,,2018-08-27 17:57:00,2018,8,Monday,17,Part One,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)",2018-08-27
1907,I182068821,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-08-27 18:02:00,2018,8,Monday,18,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)",2018-08-27
1912,I182068816,616,Larceny,LARCENY THEFT OF BICYCLE,A1,83,,2018-08-24 19:30:00,2018,8,Friday,19,Part One,HENCHMAN ST,42.36721232,-71.05369636,"(42.36721232, -71.05369636)",2018-08-24
1915,I182068813,619,Larceny,LARCENY ALL OTHERS,B2,328,,2018-08-22 11:30:00,2018,8,Wednesday,11,Part One,GREENHEYS ST,42.31150724,-71.07466948,"(42.31150724, -71.07466948)",2018-08-22
1917,I182068809,616,Larceny,LARCENY THEFT OF BICYCLE,A1,61,,2018-08-24 18:00:00,2018,8,Friday,18,Part One,CAUSEWAY ST,42.3666696,-71.05900199,"(42.36666960, -71.05900199)",2018-08-24
1927,I182068798,617,Larceny,LARCENY THEFT FROM BUILDING,B2,603,,2018-08-24 16:00:00,2018,8,Friday,16,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)",2018-08-24
1943,I182068781,617,Larceny,LARCENY THEFT FROM BUILDING,A15,900,,2018-08-25 12:00:00,2018,8,Saturday,12,Part One,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)",2018-08-25
1945,I182068779,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-27 12:32:00,2018,8,Monday,12,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)",2018-08-27
1950,I182068774,613,Larceny,LARCENY SHOPLIFTING,D4,137,,2018-08-24 17:00:00,2018,8,Friday,17,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2018-08-24
1953,I182068771,613,Larceny,LARCENY SHOPLIFTING,B3,476,,2018-08-27 17:11:00,2018,8,Monday,17,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)",2018-08-27
1970,I182068756,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-08-27 16:52:00,2018,8,Monday,16,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)",2018-08-27
1999,I182068729,619,Larceny,LARCENY ALL OTHERS,B2,593,,2018-08-27 15:06:00,2018,8,Monday,15,Part One,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857000, -71.10670681)",2018-08-27
2004,I182068724,613,Larceny,LARCENY SHOPLIFTING,E5,695,,2018-08-26 09:30:00,2018,8,Sunday,9,Part One,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)",2018-08-26
2022,I182068706,613,Larceny,LARCENY SHOPLIFTING,B3,428,,2018-08-27 13:55:00,2018,8,Monday,13,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)",2018-08-27
2031,I182068695,619,Larceny,LARCENY ALL OTHERS,B3, ,,2018-08-27 13:54:00,2018,8,Monday,13,Part One,,,,"(0.00000000, 0.00000000)",2018-08-27
2105,I182068614,619,Larceny,LARCENY ALL OTHERS,C11,355,,2018-08-27 08:20:00,2018,8,Monday,8,Part One,ADAMS ST,42.29848675,-71.05725612,"(42.29848675, -71.05725612)",2018-08-27
2135,I182068579,619,Larceny,LARCENY ALL OTHERS,E5,685,,2018-08-27 00:52:00,2018,8,Monday,0,Part One,WASHINGTON ST,42.27548378,-71.14038661,"(42.27548378, -71.14038661)",2018-08-27
2150,I182068557,619,Larceny,LARCENY ALL OTHERS,A1,85,,2018-08-26 21:00:00,2018,8,Sunday,21,Part One,COOPER ST,42.36442584,-71.05731863,"(42.36442584, -71.05731863)",2018-08-26
2173,I182068530,619,Larceny,LARCENY ALL OTHERS,E13,582,,2018-08-26 20:45:00,2018,8,Sunday,20,Part One,CENTRE ST,42.32271736,-71.10488628,"(42.32271736, -71.10488628)",2018-08-26
2181,I182068521,617,Larceny,LARCENY THEFT FROM BUILDING,A1,76,,2018-08-25 23:00:00,2018,8,Saturday,23,Part One,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)",2018-08-25
2188,I182068514,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-08-26 18:30:00,2018,8,Sunday,18,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)",2018-08-26
2195,I182068506,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2018-08-26 19:30:00,2018,8,Sunday,19,Part One,BOYLSTON ST,42.34815229,-71.08450821,"(42.34815229, -71.08450821)",2018-08-26
2213,I182068485,613,Larceny,LARCENY SHOPLIFTING,A1,105,,2018-08-26 15:31:00,2018,8,Sunday,15,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)",2018-08-26
2226,I182068469,613,Larceny,LARCENY SHOPLIFTING,E18,522,,2018-08-26 17:28:00,2018,8,Sunday,17,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)",2018-08-26
2231,I182068465,619,Larceny,LARCENY ALL OTHERS,E5,691,,2018-08-24 10:00:00,2018,8,Friday,10,Part One,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)",2018-08-24
2243,I182068452,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-08-26 15:23:00,2018,8,Sunday,15,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)",2018-08-26
2247,I182068447,617,Larceny,LARCENY THEFT FROM BUILDING,A1,72,,2018-08-26 09:30:00,2018,8,Sunday,9,Part One,BOWDOIN ST,42.35832299,-71.06278436,"(42.35832299, -71.06278436)",2018-08-26
2249,I182068444,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2018-08-26 15:15:00,2018,8,Sunday,15,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)",2018-08-26
2251,I182068442,619,Larceny,LARCENY ALL OTHERS,A1,112,,2018-08-25 02:30:00,2018,8,Saturday,2,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2018-08-25
2261,I182068428,617,Larceny,LARCENY THEFT FROM BUILDING,D4,160,,2018-08-26 14:59:00,2018,8,Sunday,14,Part One,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)",2018-08-26
2264,I182068425,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2018-08-15 17:00:00,2018,8,Wednesday,17,Part One,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)",2018-08-15
2300,I182068385,616,Larceny,LARCENY THEFT OF BICYCLE,A1,76,,2018-08-11 17:00:00,2018,8,Saturday,17,Part One,ANTHONY RIP VALENTI WAY,42.36476267,-71.05921763,"(42.36476267, -71.05921763)",2018-08-11
2313,I182068370,617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,2018-08-02 09:30:00,2018,8,Thursday,9,Part One,BRIGHTON AVE,42.35222125,-71.12607167,"(42.35222125, -71.12607167)",2018-08-02
2326,I182068355,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2018-08-26 07:57:00,2018,8,Sunday,7,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2018-08-26
2354,I182068326,619,Larceny,LARCENY ALL OTHERS,D14,752,,2018-08-26 03:23:00,2018,8,Sunday,3,Part One,BRECK AVE,42.350546,-71.167663,"(42.35054600, -71.16766300)",2018-08-26
2400,I182068276,617,Larceny,LARCENY THEFT FROM BUILDING,D14,811,,2018-08-25 20:49:00,2018,8,Saturday,20,Part One,WESTFORD ST,42.36194242,-71.13385673,"(42.36194242, -71.13385673)",2018-08-25
2401,I182068275,617,Larceny,LARCENY THEFT FROM BUILDING,B2,602,,2018-08-25 21:15:00,2018,8,Saturday,21,Part One,HUNTINGTON AVE,42.33450285,-71.1036802,"(42.33450285, -71.10368020)",2018-08-25
2438,I182068224,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2018-08-25 17:43:00,2018,8,Saturday,17,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",2018-08-25
2452,I182068209,616,Larceny,LARCENY THEFT OF BICYCLE,D4, ,,2018-08-25 13:30:00,2018,8,Saturday,13,Part One,DARTMOUTH ST,,,"(0.00000000, 0.00000000)",2018-08-25
2453,I182068208,616,Larceny,LARCENY THEFT OF BICYCLE,B2,309,,2018-08-25 17:24:00,2018,8,Saturday,17,Part One,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)",2018-08-25
2454,I182068207,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-08-25 16:29:00,2018,8,Saturday,16,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)",2018-08-25
2460,I182068201,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-25 16:31:00,2018,8,Saturday,16,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)",2018-08-25
2462,I182068200,613,Larceny,LARCENY SHOPLIFTING,A1,75,,2018-08-25 16:19:00,2018,8,Saturday,16,Part One,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)",2018-08-25
2466,I182068195,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-25 15:30:00,2018,8,Saturday,15,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)",2018-08-25
2468,I182068193,617,Larceny,LARCENY THEFT FROM BUILDING,A1,98,,2018-08-24 15:00:00,2018,8,Friday,15,Part One,CONGRESS ST,42.3578953,-71.05648542,"(42.35789530, -71.05648542)",2018-08-24
2470,I182068191,619,Larceny,LARCENY ALL OTHERS,E5,551,,2018-08-25 09:00:00,2018,8,Saturday,9,Part One,CORNELL ST,42.27650961,-71.13100618,"(42.27650961, -71.13100618)",2018-08-25
2474,I182068187,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-08-25 13:00:00,2018,8,Saturday,13,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)",2018-08-25
2479,I182068183,617,Larceny,LARCENY THEFT FROM BUILDING,C11,367,,2018-08-22 21:00:00,2018,8,Wednesday,21,Part One,SPAULDING ST,42.29238728,-71.05483097,"(42.29238728, -71.05483097)",2018-08-22
2488,I182068171,613,Larceny,LARCENY SHOPLIFTING,D4,621,,2018-08-25 13:41:00,2018,8,Saturday,13,Part One,MASSACHUSETTS AVE,42.35064119,-71.08938693,"(42.35064119, -71.08938693)",2018-08-25
2493,I182068164,616,Larceny,LARCENY THEFT OF BICYCLE,D4,626,,2018-08-20 20:00:00,2018,8,Monday,20,Part One,PETERBOROUGH ST,42.34280177,-71.1006951,"(42.34280177, -71.10069510)",2018-08-20
2496,I182068161,613,Larceny,LARCENY SHOPLIFTING,C11,362,,2018-08-25 13:45:00,2018,8,Saturday,13,Part One,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)",2018-08-25
2497,I182068159,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-25 13:39:00,2018,8,Saturday,13,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)",2018-08-25
2505,I182068152,611,Larceny,LARCENY PICK-POCKET,D4,138,,2018-08-24 22:30:00,2018,8,Friday,22,Part One,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)",2018-08-24
2508,I182068149,619,Larceny,LARCENY ALL OTHERS,A1,94,,2018-08-25 13:00:00,2018,8,Saturday,13,Part One,BLACKSTONE ST,42.36121405,-71.05567613,"(42.36121405, -71.05567613)",2018-08-25
2516,I182068137,617,Larceny,LARCENY THEFT FROM BUILDING,D4,271,,2018-08-25 12:13:00,2018,8,Saturday,12,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)",2018-08-25
2533,I182068117,617,Larceny,LARCENY THEFT FROM BUILDING,A1,102,,2018-08-18 10:30:00,2018,8,Saturday,10,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2018-08-18
2543,I182068104,613,Larceny,LARCENY SHOPLIFTING,B3,476,,2018-08-25 10:11:00,2018,8,Saturday,10,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)",2018-08-25
2579,I182068069,617,Larceny,LARCENY THEFT FROM BUILDING,D4,138,,2018-08-25 06:39:00,2018,8,Saturday,6,Part One,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)",2018-08-25
2653,I182067987,619,Larceny,LARCENY ALL OTHERS,E18,503,,2018-08-24 19:04:00,2018,8,Friday,19,Part One,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)",2018-08-24
2659,I182067981,616,Larceny,LARCENY THEFT OF BICYCLE,D14,779,,2018-08-24 16:00:00,2018,8,Friday,16,Part One,MURDOCK ST,42.351743,-71.14705536,"(42.35174300, -71.14705536)",2018-08-24
2661,I182067978,616,Larceny,LARCENY THEFT OF BICYCLE,D14,793,,2018-08-24 20:09:00,2018,8,Friday,20,Part One,COMMONWEALTH AVE,42.34888872,-71.1335453,"(42.34888872, -71.13354530)",2018-08-24
2676,I182067964,617,Larceny,LARCENY THEFT FROM BUILDING,A1,114,,2018-08-24 14:45:00,2018,8,Friday,14,Part One,ATLANTIC AVE,42.35438252,-71.05213281,"(42.35438252, -71.05213281)",2018-08-24
2690,I182067946,619,Larceny,LARCENY ALL OTHERS,A1,94,,2018-08-24 17:35:00,2018,8,Friday,17,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2018-08-24
2710,I182067925,619,Larceny,LARCENY ALL OTHERS,B2,901,,2018-08-22 21:00:00,2018,8,Wednesday,21,Part One,MCGREEVEY WAY,42.33499493,-71.09795718,"(42.33499493, -71.09795718)",2018-08-22
2717,I182067918,619,Larceny,LARCENY ALL OTHERS,B2,301,,2018-08-22 12:00:00,2018,8,Wednesday,12,Part One,CEDAR ST,42.32747759,-71.09509472,"(42.32747759, -71.09509472)",2018-08-22
2723,I182067909,617,Larceny,LARCENY THEFT FROM BUILDING,A1,102,,2018-08-24 07:00:00,2018,8,Friday,7,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2018-08-24
2726,I182067906,619,Larceny,LARCENY ALL OTHERS,C11,346,,2018-08-24 15:58:00,2018,8,Friday,15,Part One,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)",2018-08-24
2736,I182067894,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2018-08-24 15:46:00,2018,8,Friday,15,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2018-08-24
2742,I182067889,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2018-08-04 14:05:00,2018,8,Saturday,14,Part One,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)",2018-08-04
2743,I182067888,616,Larceny,LARCENY THEFT OF BICYCLE,B3,427,,2018-08-23 11:00:00,2018,8,Thursday,11,Part One,BLUE HILL AVE,42.2777688,-71.09334841,"(42.27776880, -71.09334841)",2018-08-23
2747,I182067885,619,Larceny,LARCENY ALL OTHERS,C11,366,,2018-08-24 14:52:00,2018,8,Friday,14,Part One,EDWIN ST,42.28890049,-71.06266918,"(42.28890049, -71.06266918)",2018-08-24
2748,I182067884,617,Larceny,LARCENY THEFT FROM BUILDING,D4,284,,2018-08-24 15:00:00,2018,8,Friday,15,Part One,COLUMBUS AVE,42.34048665,-71.08196018,"(42.34048665, -71.08196018)",2018-08-24
2752,I182067879,619,Larceny,LARCENY ALL OTHERS,C6,226,,2018-08-24 14:54:00,2018,8,Friday,14,Part One,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)",2018-08-24
2765,I182067865,617,Larceny,LARCENY THEFT FROM BUILDING,B2,611,,2018-08-24 15:03:00,2018,8,Friday,15,Part One,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.33326323, -71.10848410)",2018-08-24
2787,I182067842,617,Larceny,LARCENY THEFT FROM BUILDING,D4,159,,2018-07-11 10:00:00,2018,7,Wednesday,10,Part One,UNION PARK,42.34279533,-71.0715512,"(42.34279533, -71.07155120)",2018-07-11
2806,I182067818,619,Larceny,LARCENY ALL OTHERS,B2,330,,2018-08-24 00:00:00,2018,8,Friday,0,Part One,PASADENA RD,42.30576093,-71.08377157,"(42.30576093, -71.08377157)",2018-08-24
2848,I182067769,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2018-08-23 09:44:00,2018,8,Thursday,9,Part One,BROOKLINE AVE,42.3451828,-71.10066932,"(42.34518280, -71.10066932)",2018-08-23
2860,I182067754,613,Larceny,LARCENY SHOPLIFTING,B2,603,,2018-08-24 08:20:00,2018,8,Friday,8,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)",2018-08-24
2878,I182067738,619,Larceny,LARCENY ALL OTHERS,A1,103,,2018-08-24 05:35:00,2018,8,Friday,5,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)",2018-08-24
2892,I182067726,613,Larceny,LARCENY SHOPLIFTING,D4,623,,2018-08-24 01:10:00,2018,8,Friday,1,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2018-08-24
2910,I182067709,613,Larceny,LARCENY SHOPLIFTING,D4,623,,2018-08-23 23:52:00,2018,8,Thursday,23,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2018-08-23
2939,I182067675,617,Larceny,LARCENY THEFT FROM BUILDING,A1,102,,2018-08-23 18:30:00,2018,8,Thursday,18,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2018-08-23
